case_id,target,scale,region_kind,perturb_timestep,mode,model,target_var,mask_center_lat,mask_center_lon,pooled_saliency,magnitude,perturb_level_hpa,plus_clip_frac,minus_clip_frac,plus_realized_frac,minus_realized_frac,pair_asymmetry,actual_target_score,plus_target_score,minus_target_score,plus_target_delta,minus_target_delta,signed_target_response,common_target_response,mean_abs_target_delta,output_opposite_sign
pampas_2020-01-15T12:00:00,pampas,synoptic,low_near,t1,q850_trace,precip_zwd,q850,-52.02252252252252,304.67102679969264,3.6554443795466796e-05,1.0,850,0.0,0.013561741613133477,1.0,0.9955566976049219,0.004443302395078061,10.190777778625488,10.244327545166016,10.132329940795898,0.053549766540527344,-0.058447837829589844,0.055998802185058594,-0.00244903564453125,0.055998802185058594,True
pyrenees_2020-03-02T06:00:00,pyrenees,local,hotspot,t1,q850_trace,precip_zwd,q850,42.72747747747748,0.8288408933144389,7.217795064207166e-05,1.0,850,0.0,0.0,1.0000000683996446,1.0000000683996446,0.0,3.556993007659912,3.870851516723633,3.372405529022217,0.3138585090637207,-0.1845874786376953,0.249222993850708,0.0646355152130127,0.249222993850708,True
pyrenees_2020-03-02T06:00:00,pyrenees,local,low_near,t1,q850_trace,precip_zwd,q850,57.72747747747748,8.328840893314439,1.4653957123300643e-06,1.0,850,0.0,0.06699446834665028,1.0,0.9108515850987995,0.08914841490120048,3.556993007659912,3.547062397003174,3.5585381984710693,-0.009930610656738281,0.0015451908111572266,-0.005737900733947754,-0.004192709922790527,0.005737900733947754,True
pyrenees_2020-03-02T06:00:00,pyrenees,synoptic,hotspot,t1,q850_trace,precip_zwd,q850,45.22747747747748,0.8288408933144389,0.0001437571772839874,1.0,850,0.0,0.012760203937917242,1.0,0.9948278459462083,0.005172154053791641,3.556993007659912,4.189274787902832,3.0489320755004883,0.6322817802429199,-0.5080609321594238,0.5701713562011719,0.06211042404174805,0.5701713562011719,True
pyrenees_2020-03-02T06:00:00,pyrenees,synoptic,low_near,t1,q850_trace,precip_zwd,q850,60.22747747747748,0.8288408933144389,1.2209363376314286e-05,1.0,850,0.0,0.10947585850761683,0.9999999357835835,0.8648873753222219,0.1351125691378066,3.556993007659912,3.5553596019744873,3.5417747497558594,-0.0016334056854248047,-0.015218257904052734,0.006792426109313965,-0.00842583179473877,0.00842583179473877,False
rockies_2020-07-27T00:00:00,rockies,local,hotspot,t1,q850_trace,precip_zwd,q850,39.47747747747748,256.3115539507046,0.00011621142766671255,1.0,850,0.0,0.0,1.0,1.0,0.0,11.64035415649414,12.899468421936035,10.284295082092285,1.2591142654418945,-1.3560590744018555,1.307586669921875,-0.04847240447998047,1.307586669921875,True
rockies_2020-07-27T00:00:00,rockies,local,low_near,t1,q850_trace,precip_zwd,q850,51.97747747747748,246.3115539507046,1.5402207509396248e-06,1.0,850,0.0,0.0,0.9999998852906345,0.9999998852906345,0.0,11.64035415649414,11.641833305358887,11.639175415039062,0.0014791488647460938,-0.001178741455078125,0.0013289451599121094,0.00015020370483398438,0.0013289451599121094,True
rockies_2020-07-27T00:00:00,rockies,synoptic,hotspot,t1,q850_trace,precip_zwd,q850,41.97747747747748,256.3115539507046,0.00018256761541124433,1.0,850,0.0,0.0035080417397508694,1.0,0.9972586704138106,0.002741329586189406,11.64035415649414,12.938981056213379,10.24244213104248,1.2986268997192383,-1.3979120254516602,1.3482694625854492,-0.04964256286621094,1.3482694625854492,True
rockies_2020-07-27T00:00:00,rockies,synoptic,low_near,t1,q850_trace,precip_zwd,q850,56.97747747747748,256.3115539507046,1.340857761533698e-05,1.0,850,0.0,0.0,0.9999999295229791,0.9999999295229791,0.0,11.64035415649414,11.66831111907959,11.609132766723633,0.02795696258544922,-0.031221389770507812,0.029589176177978516,-0.0016322135925292969,0.029589176177978516,True
sahara_plain_2020-09-01T06:00:00,sahara_plain,local,hotspot,t1,q850_trace,precip_zwd,q850,29.47747747747748,351.12262293728037,9.714221232570708e-05,1.0,850,0.0,0.00060156406657309,0.9999999189408947,0.9999940826853131,5.836256054710361e-06,11.773598670959473,13.250237464904785,10.102059364318848,1.4766387939453125,-1.671539306640625,1.5740890502929688,-0.09745025634765625,1.5740890502929688,True
sahara_plain_2020-09-01T06:00:00,sahara_plain,local,low_near,t1,q850_trace,precip_zwd,q850,39.47747747747748,338.62262293728037,2.8684119115496287e-06,1.0,850,0.0,0.07453416149068323,1.0,0.8502438735502849,0.14975612644971514,11.773598670959473,11.773772239685059,11.773407936096191,0.0001735687255859375,-0.00019073486328125,0.00018215179443359375,-8.58306884765625e-06,0.00018215179443359375,True
sahara_plain_2020-09-01T06:00:00,sahara_plain,synoptic,hotspot,t1,q850_trace,precip_zwd,q850,31.97747747747748,351.12262293728037,0.00018687859119381756,1.0,850,0.0,0.032484486792580786,1.0,0.9184410132512141,0.08155898674878596,11.773598670959473,13.371481895446777,9.94334602355957,1.5978832244873047,-1.8302526473999023,1.7140679359436035,-0.11618471145629883,1.7140679359436035,True
sahara_plain_2020-09-01T06:00:00,sahara_plain,synoptic,low_near,t1,q850_trace,precip_zwd,q850,46.97747747747748,351.12262293728037,2.2283971702563576e-05,1.0,850,0.0,0.03154677436961031,1.0,0.9564037378586037,0.04359626214139634,11.773598670959473,11.789190292358398,11.75011157989502,0.015591621398925781,-0.023487091064453125,0.019539356231689453,-0.003947734832763672,0.019539356231689453,True
ticino_2020-10-03T00:00:00,ticino,local,hotspot,t1,q850_trace,precip_zwd,q850,46.22747747747748,8.680083446444733,0.00010671580821508542,1.0,850,0.0,0.0,1.0,1.0,0.0,6.988592147827148,7.498768329620361,6.471480369567871,0.5101761817932129,-0.5171117782592773,0.5136439800262451,-0.0034677982330322266,0.5136439800262451,True
ticino_2020-10-03T00:00:00,ticino,local,low_near,t1,q850_trace,precip_zwd,q850,61.22747747747748,358.6800834464447,1.1939338264710386e-06,1.0,850,0.0,0.011416537353136776,1.0,0.9870302379488319,0.012969762051168052,6.988592147827148,6.988079071044922,6.990057468414307,-0.0005130767822265625,0.0014653205871582031,-0.0009891986846923828,0.0004761219024658203,0.0009891986846923828,True
ticino_2020-10-03T00:00:00,ticino,synoptic,hotspot,t1,q850_trace,precip_zwd,q850,43.72747747747748,6.180083446444733,0.00019000675820279866,1.0,850,0.0,0.002225819506272764,0.9999999065466326,0.9989036050944795,0.0010963015546062561,6.988592147827148,7.686275005340576,6.243630409240723,0.6976828575134277,-0.7449617385864258,0.7213222980499268,-0.023639440536499023,0.7213222980499268,True
ticino_2020-10-03T00:00:00,ticino,synoptic,low_near,t1,q850_trace,precip_zwd,q850,63.72747747747748,11.180083446444733,1.0927389666903764e-05,1.0,850,0.0,0.0020181634712411706,1.0,0.9992978451068975,0.0007021548931025561,6.988592147827148,7.000933647155762,6.984961986541748,0.012341499328613281,-0.0036301612854003906,0.007985830307006836,0.004355669021606445,0.007985830307006836,True
valais_2020-10-03T00:00:00,valais,local,hotspot,t1,q850_trace,precip_zwd,q850,46.47747747747748,7.280638034804468,0.00010067348921438679,1.0,850,0.0,0.0,0.9999998717579447,0.9999998717579447,0.0,5.7392401695251465,6.42060661315918,5.055570125579834,0.6813664436340332,-0.6836700439453125,0.6825182437896729,-0.0011518001556396484,0.6825182437896729,True
valais_2020-10-03T00:00:00,valais,local,low_near,t1,q850_trace,precip_zwd,q850,53.97747747747748,344.7806380348045,1.0222548780802754e-06,1.0,850,0.0,0.02735274204468517,1.0,0.9714245692674044,0.0285754307325956,5.7392401695251465,5.742251873016357,5.743016719818115,0.0030117034912109375,0.00377655029296875,-0.00038242340087890625,0.0033941268920898438,0.0033941268920898438,False
valais_2020-10-03T00:00:00,valais,synoptic,hotspot,t1,q850_trace,precip_zwd,q850,43.97747747747748,9.780638034804468,0.0001590295578353107,1.0,850,0.0,0.0002590822730151419,0.9999999069374674,0.999923781785857,7.612515869489836e-05,5.7392401695251465,6.52970552444458,5.011275291442871,0.7904653549194336,-0.7279648780822754,0.7592151165008545,0.0312502384185791,0.7592151165008545,True
valais_2020-10-03T00:00:00,valais,synoptic,low_near,t1,q850_trace,precip_zwd,q850,63.97747747747748,359.7806380348045,8.647660251881462e-06,1.0,850,0.0,0.008177303595556882,1.0,0.9927437196056875,0.007256280394312445,5.7392401695251465,5.752197265625,5.734445095062256,0.012957096099853516,-0.004795074462890625,0.00887608528137207,0.004081010818481445,0.00887608528137207,True
